Time(sec),Latitude(°),Longitude(°),Altitude(km),ECR X Position(km),ECR Y Position(km),ECR Z Position(km),ECR X Velocity(m/s),ECR Y Velocity(m/s),ECR Z Velocity(m/s),ECR X Acceleration(m/s²),ECR Y Acceleration(m/s²),ECR Z Acceleration(m/s²)
200.000,32.618150,46.356279,512.673,4009.371,4203.826,3694.716,2468.101,-146.926,776.295,-4.895,-5.469,-4.523
200.100,32.617978,46.354417,512.849,4009.618,4203.812,3694.794,2467.611,-147.473,775.843,-4.895,-5.469,-4.523
200.200,32.617805,46.352556,513.025,4009.865,4203.797,3694.872,2467.122,-148.020,775.390,-4.895,-5.468,-4.522
200.300,32.617632,46.350694,513.201,4010.111,4203.782,3694.949,2466.632,-148.567,774.938,-4.895,-5.468,-4.522
200.400,32.617459,46.348833,513.378,4010.358,4203.767,3695.026,2466.143,-149.114,774.486,-4.895,-5.467,-4.522
200.500,32.617287,46.346972,513.554,4010.605,4203.752,3695.104,2465.653,-149.660,774.034,-4.895,-5.467,-4.522
200.600,32.617114,46.345111,513.729,4010.851,4203.737,3695.181,2465.164,-150.207,773.582,-4.895,-5.467,-4.521
200.700,32.616941,46.343250,513.905,4011.098,4203.722,3695.259,2464.674,-150.754,773.129,-4.895,-5.466,-4.521
200.800,32.616768,46.341389,514.081,4011.344,4203.707,3695.336,2464.185,-151.300,772.677,-4.895,-5.466,-4.521
200.900,32.616595,46.339528,514.257,4011.591,4203.692,3695.413,2463.695,-151.847,772.225,-4.895,-5.465,-4.521
201.000,32.616423,46.337667,514.432,4011.837,4203.677,3695.490,2463.206,-152.393,771.773,-4.895,-5.465,-4.520
201.100,32.616250,46.335806,514.608,4012.083,4203.662,3695.568,2462.717,-152.940,771.321,-4.895,-5.464,-4.520
201.200,32.616077,46.333946,514.783,4012.329,4203.646,3695.645,2462.227,-153.486,770.869,-4.895,-5.464,-4.520
201.300,32.615904,46.332085,514.959,4012.576,4203.631,3695.722,2461.738,-154.032,770.417,-4.895,-5.463,-4.520
201.400,32.615731,46.330225,515.134,4012.822,4203.615,3695.799,2461.248,-154.579,769.965,-4.895,-5.463,-4.519
201.500,32.615558,46.328364,515.309,4013.068,4203.600,3695.876,2460.759,-155.125,769.513,-4.895,-5.462,-4.519
201.600,32.615386,46.326504,515.484,4013.314,4203.584,3695.953,2460.269,-155.671,769.061,-4.895,-5.462,-4.519
201.700,32.615213,46.324644,515.659,4013.560,4203.569,3696.030,2459.780,-156.217,768.610,-4.895,-5.461,-4.519
201.800,32.615040,46.322783,515.834,4013.806,4203.553,3696.106,2459.290,-156.763,768.158,-4.895,-5.461,-4.518
201.900,32.614867,46.320923,516.009,4014.052,4203.537,3696.183,2458.801,-157.309,767.706,-4.895,-5.460,-4.518
202.000,32.614694,46.319063,516.184,4014.298,4203.522,3696.260,2458.311,-157.855,767.254,-4.895,-5.460,-4.518
202.100,32.614521,46.317203,516.359,4014.543,4203.506,3696.337,2457.822,-158.401,766.802,-4.895,-5.459,-4.518
202.200,32.614348,46.315344,516.533,4014.789,4203.490,3696.413,2457.332,-158.947,766.351,-4.895,-5.459,-4.517
202.300,32.614175,46.313484,516.708,4015.035,4203.474,3696.490,2456.843,-159.493,765.899,-4.895,-5.458,-4.517
202.400,32.614003,46.311624,516.882,4015.281,4203.458,3696.566,2456.354,-160.039,765.447,-4.895,-5.458,-4.517
202.500,32.613830,46.309764,517.057,4015.526,4203.442,3696.643,2455.864,-160.585,764.995,-4.895,-5.457,-4.517
202.600,32.613657,46.307905,517.231,4015.772,4203.426,3696.719,2455.375,-161.130,764.544,-4.895,-5.457,-4.516
202.700,32.613484,46.306045,517.405,4016.017,4203.410,3696.796,2454.885,-161.676,764.092,-4.895,-5.456,-4.516
202.800,32.613311,46.304186,517.579,4016.263,4203.394,3696.872,2454.396,-162.222,763.641,-4.895,-5.456,-4.516
202.900,32.613138,46.302327,517.753,4016.508,4203.377,3696.949,2453.906,-162.767,763.189,-4.895,-5.455,-4.516
203.000,32.612965,46.300468,517.927,4016.753,4203.361,3697.025,2453.417,-163.313,762.737,-4.895,-5.455,-4.515
203.100,32.612792,46.298608,518.101,4016.999,4203.345,3697.101,2452.927,-163.858,762.286,-4.895,-5.455,-4.515
203.200,32.612619,46.296749,518.275,4017.244,4203.328,3697.177,2452.438,-164.404,761.834,-4.895,-5.454,-4.515
203.300,32.612446,46.294890,518.449,4017.489,4203.312,3697.253,2451.948,-164.949,761.383,-4.895,-5.454,-4.515
203.400,32.612273,46.293031,518.622,4017.734,4203.295,3697.330,2451.459,-165.494,760.931,-4.895,-5.453,-4.514
203.500,32.612100,46.291173,518.796,4017.980,4203.279,3697.406,2450.969,-166.040,760.480,-4.895,-5.453,-4.514
203.600,32.611927,46.289314,518.969,4018.225,4203.262,3697.482,2450.480,-166.585,760.029,-4.895,-5.452,-4.514
203.700,32.611754,46.287455,519.143,4018.470,4203.245,3697.558,2449.990,-167.130,759.577,-4.895,-5.452,-4.514
203.800,32.611581,46.285597,519.316,4018.715,4203.229,3697.634,2449.501,-167.675,759.126,-4.895,-5.451,-4.513
203.900,32.611408,46.283738,519.489,4018.960,4203.212,3697.710,2449.011,-168.220,758.675,-4.895,-5.451,-4.513
204.000,32.611235,46.281880,519.663,4019.204,4203.195,3697.785,2448.522,-168.765,758.223,-4.895,-5.450,-4.513
204.100,32.611062,46.280021,519.836,4019.449,4203.178,3697.861,2448.032,-169.310,757.772,-4.895,-5.450,-4.513
204.200,32.610889,46.278163,520.009,4019.694,4203.161,3697.937,2447.543,-169.855,757.321,-4.895,-5.449,-4.512
204.300,32.610716,46.276305,520.182,4019.939,4203.144,3698.013,2447.054,-170.400,756.870,-4.895,-5.449,-4.512
204.400,32.610543,46.274447,520.355,4020.183,4203.127,3698.088,2446.564,-170.945,756.418,-4.895,-5.448,-4.512
204.500,32.610370,46.272588,520.527,4020.428,4203.110,3698.164,2446.075,-171.490,755.967,-4.895,-5.448,-4.512
204.600,32.610197,46.270730,520.700,4020.673,4203.093,3698.239,2445.585,-172.035,755.516,-4.895,-5.447,-4.511
204.700,32.610024,46.268873,520.873,4020.917,4203.076,3698.315,2445.096,-172.579,755.065,-4.895,-5.447,-4.511
204.800,32.609851,46.267015,521.045,4021.162,4203.058,3698.390,2444.606,-173.124,754.614,-4.895,-5.446,-4.511
204.900,32.609678,46.265157,521.218,4021.406,4203.041,3698.466,2444.117,-173.669,754.163,-4.895,-5.446,-4.511
205.000,32.609505,46.263299,521.390,4021.651,4203.024,3698.541,2443.627,-174.213,753.712,-4.895,-5.445,-4.510
205.100,32.609331,46.261442,521.562,4021.895,4203.006,3698.617,2443.138,-174.758,753.261,-4.895,-5.445,-4.510
205.200,32.609158,46.259584,521.734,4022.139,4202.989,3698.692,2442.648,-175.302,752.810,-4.895,-5.444,-4.510
205.300,32.608985,46.257727,521.907,4022.383,4202.971,3698.767,2442.159,-175.847,752.359,-4.895,-5.444,-4.510
205.400,32.608812,46.255869,522.079,4022.628,4202.953,3698.842,2441.669,-176.391,751.908,-4.895,-5.444,-4.509
205.500,32.608639,46.254012,522.251,4022.872,4202.936,3698.918,2441.180,-176.935,751.457,-4.895,-5.443,-4.509
205.600,32.608466,46.252155,522.422,4023.116,4202.918,3698.993,2440.690,-177.480,751.006,-4.895,-5.443,-4.509
205.700,32.608293,46.250298,522.594,4023.360,4202.900,3699.068,2440.201,-178.024,750.555,-4.895,-5.442,-4.509
205.800,32.608120,46.248441,522.766,4023.604,4202.882,3699.143,2439.711,-178.568,750.104,-4.895,-5.442,-4.508
205.900,32.607947,46.246584,522.938,4023.848,4202.865,3699.218,2439.222,-179.112,749.653,-4.895,-5.441,-4.508
206.000,32.607773,46.244727,523.109,4024.092,4202.847,3699.293,2438.732,-179.656,749.202,-4.895,-5.441,-4.508
206.100,32.607600,46.242870,523.281,4024.336,4202.829,3699.368,2438.243,-180.200,748.752,-4.895,-5.440,-4.508
206.200,32.607427,46.241013,523.452,4024.579,4202.811,3699.443,2437.753,-180.744,748.301,-4.895,-5.440,-4.507
206.300,32.607254,46.239157,523.623,4024.823,4202.792,3699.517,2437.264,-181.288,747.850,-4.895,-5.439,-4.507
206.400,32.607081,46.237300,523.795,4025.067,4202.774,3699.592,2436.774,-181.832,747.399,-4.895,-5.439,-4.507
206.500,32.606908,46.235444,523.966,4025.310,4202.756,3699.667,2436.285,-182.376,746.949,-4.895,-5.438,-4.507
206.600,32.606734,46.233587,524.137,4025.554,4202.738,3699.741,2435.795,-182.920,746.498,-4.895,-5.438,-4.506
206.700,32.606561,46.231731,524.308,4025.798,4202.720,3699.816,2435.306,-183.464,746.047,-4.895,-5.437,-4.506
206.800,32.606388,46.229874,524.479,4026.041,4202.701,3699.891,2434.816,-184.007,745.597,-4.895,-5.437,-4.506
206.900,32.606215,46.228018,524.649,4026.285,4202.683,3699.965,2434.327,-184.551,745.146,-4.895,-5.436,-4.506
207.000,32.606042,46.226162,524.820,4026.528,4202.664,3700.040,2433.837,-185.095,744.696,-4.895,-5.436,-4.506
207.100,32.605868,46.224306,524.991,4026.771,4202.646,3700.114,2433.348,-185.638,744.245,-4.895,-5.435,-4.505
207.200,32.605695,46.222450,525.162,4027.015,4202.627,3700.189,2432.858,-186.182,743.795,-4.895,-5.435,-4.505
207.300,32.605522,46.220594,525.332,4027.258,4202.608,3700.263,2432.369,-186.725,743.344,-4.895,-5.435,-4.505
207.400,32.605349,46.218738,525.502,4027.501,4202.590,3700.337,2431.879,-187.269,742.894,-4.895,-5.434,-4.505
207.500,32.605175,46.216883,525.673,4027.744,4202.571,3700.412,2431.390,-187.812,742.443,-4.895,-5.434,-4.504
207.600,32.605002,46.215027,525.843,4027.987,4202.552,3700.486,2430.900,-188.355,741.993,-4.895,-5.433,-4.504
207.700,32.604829,46.213171,526.013,4028.230,4202.533,3700.560,2430.411,-188.899,741.542,-4.895,-5.433,-4.504
207.800,32.604656,46.211316,526.183,4028.473,4202.514,3700.634,2429.921,-189.442,741.092,-4.895,-5.432,-4.504
207.900,32.604482,46.209460,526.353,4028.716,4202.495,3700.708,2429.432,-189.985,740.642,-4.895,-5.432,-4.503
208.000,32.604309,46.207605,526.523,4028.959,4202.476,3700.782,2428.942,-190.528,740.191,-4.895,-5.431,-4.503
208.100,32.604136,46.205750,526.693,4029.202,4202.457,3700.856,2428.453,-191.071,739.741,-4.895,-5.431,-4.503
208.200,32.603962,46.203894,526.863,4029.445,4202.438,3700.930,2427.963,-191.614,739.291,-4.895,-5.430,-4.503
208.300,32.603789,46.202039,527.033,4029.688,4202.419,3701.004,2427.474,-192.157,738.841,-4.895,-5.430,-4.502
208.400,32.603616,46.200184,527.202,4029.931,4202.400,3701.078,2426.984,-192.700,738.390,-4.895,-5.429,-4.502
208.500,32.603442,46.198329,527.372,4030.173,4202.380,3701.152,2426.495,-193.243,737.940,-4.895,-5.429,-4.502
208.600,32.603269,46.196474,527.541,4030.416,4202.361,3701.225,2426.005,-193.786,737.490,-4.895,-5.428,-4.502
208.700,32.603096,46.194620,527.711,4030.658,4202.342,3701.299,2425.516,-194.329,737.040,-4.895,-5.428,-4.501
208.800,32.602922,46.192765,527.880,4030.901,4202.322,3701.373,2425.026,-194.872,736.590,-4.895,-5.427,-4.501
208.900,32.602749,46.190910,528.049,4031.143,4202.303,3701.447,2424.536,-195.414,736.140,-4.895,-5.427,-4.501
209.000,32.602576,46.189055,528.218,4031.386,4202.283,3701.520,2424.047,-195.957,735.690,-4.895,-5.427,-4.501
209.100,32.602402,46.187201,528.387,4031.628,4202.264,3701.594,2423.557,-196.500,735.240,-4.895,-5.426,-4.500
209.200,32.602229,46.185346,528.556,4031.871,4202.244,3701.667,2423.068,-197.042,734.790,-4.895,-5.426,-4.500
209.300,32.602056,46.183492,528.725,4032.113,4202.224,3701.741,2422.578,-197.585,734.340,-4.895,-5.425,-4.500
209.400,32.601882,46.181638,528.894,4032.355,4202.204,3701.814,2422.089,-198.127,733.890,-4.895,-5.425,-4.500
209.500,32.601709,46.179784,529.063,4032.597,4202.185,3701.887,2421.599,-198.670,733.440,-4.895,-5.424,-4.499
209.600,32.601536,46.177929,529.231,4032.839,4202.165,3701.961,2421.110,-199.212,732.990,-4.895,-5.424,-4.499
209.700,32.601362,46.176075,529.400,4033.082,4202.145,3702.034,2420.620,-199.754,732.540,-4.895,-5.423,-4.499
209.800,32.601189,46.174221,529.568,4033.324,4202.125,3702.107,2420.131,-200.297,732.090,-4.895,-5.423,-4.499
209.900,32.601015,46.172367,529.737,4033.566,4202.105,3702.180,2419.641,-200.839,731.640,-4.895,-5.422,-4.498
210.000,32.600842,46.170514,529.905,4033.807,4202.085,3702.254,2419.152,-201.381,731.190,-4.895,-5.422,-4.498
210.100,32.600668,46.168660,530.073,4034.049,4202.064,3702.327,2418.662,-201.923,730.740,-4.895,-5.421,-4.498
210.200,32.600495,46.166806,530.242,4034.291,4202.044,3702.400,2418.172,-202.465,730.291,-4.895,-5.421,-4.498
210.300,32.600322,46.164952,530.410,4034.533,4202.024,3702.473,2417.683,-203.008,729.841,-4.895,-5.420,-4.498
210.400,32.600148,46.163099,530.578,4034.775,4202.004,3702.546,2417.193,-203.550,729.391,-4.895,-5.420,-4.497
210.500,32.599975,46.161245,530.746,4035.016,4201.983,3702.619,2416.704,-204.092,728.941,-4.895,-5.420,-4.497
210.600,32.599801,46.159392,530.914,4035.258,4201.963,3702.691,2416.214,-204.633,728.492,-4.895,-5.419,-4.497
210.700,32.599628,46.157539,531.081,4035.500,4201.942,3702.764,2415.725,-205.175,728.042,-4.896,-5.419,-4.497
210.800,32.599454,46.155685,531.249,4035.741,4201.922,3702.837,2415.235,-205.717,727.592,-4.896,-5.418,-4.496
210.900,32.599281,46.153832,531.417,4035.983,4201.901,3702.910,2414.746,-206.259,727.143,-4.896,-5.418,-4.496
211.000,32.599107,46.151979,531.584,4036.224,4201.880,3702.982,2414.256,-206.801,726.693,-4.896,-5.417,-4.496
211.100,32.598934,46.150126,531.752,4036.466,4201.860,3703.055,2413.767,-207.342,726.244,-4.896,-5.417,-4.496
211.200,32.598760,46.148273,531.919,4036.707,4201.839,3703.128,2413.277,-207.884,725.794,-4.896,-5.416,-4.495
211.300,32.598587,46.146420,532.086,4036.948,4201.818,3703.200,2412.787,-208.426,725.344,-4.896,-5.416,-4.495
211.400,32.598413,46.144568,532.253,4037.189,4201.797,3703.273,2412.298,-208.967,724.895,-4.896,-5.415,-4.495
211.500,32.598240,46.142715,532.421,4037.431,4201.776,3703.345,2411.808,-209.509,724.446,-4.896,-5.415,-4.495
211.600,32.598066,46.140862,532.588,4037.672,4201.755,3703.418,2411.319,-210.050,723.996,-4.896,-5.414,-4.494
211.700,32.597893,46.139010,532.755,4037.913,4201.734,3703.490,2410.829,-210.592,723.547,-4.896,-5.414,-4.494
211.800,32.597719,46.137157,532.921,4038.154,4201.713,3703.562,2410.340,-211.133,723.097,-4.896,-5.413,-4.494
211.900,32.597546,46.135305,533.088,4038.395,4201.692,3703.635,2409.850,-211.674,722.648,-4.896,-5.413,-4.494
212.000,32.597372,46.133452,533.255,4038.636,4201.671,3703.707,2409.360,-212.216,722.199,-4.896,-5.413,-4.493
212.100,32.597198,46.131600,533.422,4038.877,4201.650,3703.779,2408.871,-212.757,721.749,-4.896,-5.412,-4.493
212.200,32.597025,46.129748,533.588,4039.118,4201.628,3703.851,2408.381,-213.298,721.300,-4.896,-5.412,-4.493
212.300,32.596851,46.127896,533.755,4039.359,4201.607,3703.923,2407.892,-213.839,720.851,-4.896,-5.411,-4.493
212.400,32.596678,46.126044,533.921,4039.599,4201.586,3703.995,2407.402,-214.380,720.401,-4.896,-5.411,-4.492
212.500,32.596504,46.124192,534.087,4039.840,4201.564,3704.067,2406.913,-214.921,719.952,-4.896,-5.410,-4.492
212.600,32.596331,46.122340,534.254,4040.081,4201.543,3704.139,2406.423,-215.462,719.503,-4.896,-5.410,-4.492
212.700,32.596157,46.120488,534.420,4040.321,4201.521,3704.211,2405.933,-216.003,719.054,-4.896,-5.409,-4.492
212.800,32.595983,46.118636,534.586,4040.562,4201.499,3704.283,2405.444,-216.544,718.605,-4.896,-5.409,-4.492
212.900,32.595810,46.116785,534.752,4040.802,4201.478,3704.355,2404.954,-217.085,718.155,-4.896,-5.408,-4.491
213.000,32.595636,46.114933,534.918,4041.043,4201.456,3704.427,2404.465,-217.626,717.706,-4.896,-5.408,-4.491
213.100,32.595462,46.113081,535.084,4041.283,4201.434,3704.499,2403.975,-218.167,717.257,-4.896,-5.407,-4.491
213.200,32.595289,46.111230,535.249,4041.524,4201.412,3704.570,2403.486,-218.707,716.808,-4.896,-5.407,-4.491
213.300,32.595115,46.109379,535.415,4041.764,4201.390,3704.642,2402.996,-219.248,716.359,-4.896,-5.406,-4.490
213.400,32.594941,46.107527,535.581,4042.004,4201.369,3704.714,2402.506,-219.789,715.910,-4.896,-5.406,-4.490
213.500,32.594768,46.105676,535.746,4042.245,4201.347,3704.785,2402.017,-220.329,715.461,-4.896,-5.406,-4.490
213.600,32.594594,46.103825,535.912,4042.485,4201.324,3704.857,2401.527,-220.870,715.012,-4.896,-5.405,-4.490
213.700,32.594420,46.101974,536.077,4042.725,4201.302,3704.928,2401.038,-221.410,714.563,-4.896,-5.405,-4.489
213.800,32.594247,46.100123,536.242,4042.965,4201.280,3705.000,2400.548,-221.951,714.114,-4.896,-5.404,-4.489
213.900,32.594073,46.098272,536.407,4043.205,4201.258,3705.071,2400.058,-222.491,713.665,-4.896,-5.404,-4.489
214.000,32.593899,46.096421,536.572,4043.445,4201.236,3705.142,2399.569,-223.031,713.216,-4.896,-5.403,-4.489
214.100,32.593726,46.094570,536.738,4043.685,4201.213,3705.214,2399.079,-223.572,712.768,-4.896,-5.403,-4.488
214.200,32.593552,46.092719,536.902,4043.925,4201.191,3705.285,2398.590,-224.112,712.319,-4.896,-5.402,-4.488
214.300,32.593378,46.090869,537.067,4044.165,4201.169,3705.356,2398.100,-224.652,711.870,-4.896,-5.402,-4.488
214.400,32.593205,46.089018,537.232,4044.404,4201.146,3705.427,2397.610,-225.192,711.421,-4.896,-5.401,-4.488
214.500,32.593031,46.087168,537.397,4044.644,4201.123,3705.498,2397.121,-225.732,710.972,-4.896,-5.401,-4.488
214.600,32.592857,46.085317,537.561,4044.884,4201.101,3705.569,2396.631,-226.272,710.524,-4.896,-5.400,-4.487
214.700,32.592683,46.083467,537.726,4045.123,4201.078,3705.641,2396.141,-226.812,710.075,-4.896,-5.400,-4.487
214.800,32.592510,46.081617,537.890,4045.363,4201.056,3705.711,2395.652,-227.352,709.626,-4.896,-5.400,-4.487
214.900,32.592336,46.079767,538.055,4045.603,4201.033,3705.782,2395.162,-227.892,709.178,-4.896,-5.399,-4.487
215.000,32.592162,46.077916,538.219,4045.842,4201.010,3705.853,2394.673,-228.432,708.729,-4.896,-5.399,-4.486
215.100,32.591988,46.076066,538.383,4046.081,4200.987,3705.924,2394.183,-228.972,708.280,-4.896,-5.398,-4.486
215.200,32.591815,46.074216,538.548,4046.321,4200.964,3705.995,2393.693,-229.512,707.832,-4.896,-5.398,-4.486
215.300,32.591641,46.072366,538.712,4046.560,4200.941,3706.066,2393.204,-230.052,707.383,-4.896,-5.397,-4.486
215.400,32.591467,46.070517,538.876,4046.800,4200.918,3706.136,2392.714,-230.591,706.935,-4.896,-5.397,-4.485
215.500,32.591293,46.068667,539.040,4047.039,4200.895,3706.207,2392.225,-231.131,706.486,-4.896,-5.396,-4.485
215.600,32.591119,46.066817,539.203,4047.278,4200.872,3706.278,2391.735,-231.671,706.037,-4.896,-5.396,-4.485
215.700,32.590946,46.064968,539.367,4047.517,4200.849,3706.348,2391.245,-232.210,705.589,-4.896,-5.395,-4.485
215.800,32.590772,46.063118,539.531,4047.756,4200.825,3706.419,2390.756,-232.750,705.141,-4.896,-5.395,-4.484
215.900,32.590598,46.061269,539.694,4047.995,4200.802,3706.489,2390.266,-233.289,704.692,-4.896,-5.395,-4.484
216.000,32.590424,46.059419,539.858,4048.234,4200.779,3706.560,2389.776,-233.829,704.244,-4.896,-5.394,-4.484
216.100,32.590250,46.057570,540.021,4048.473,4200.755,3706.630,2389.287,-234.368,703.795,-4.896,-5.394,-4.484
216.200,32.590076,46.055721,540.185,4048.712,4200.732,3706.701,2388.797,-234.907,703.347,-4.896,-5.393,-4.484
216.300,32.589902,46.053871,540.348,4048.951,4200.708,3706.771,2388.307,-235.447,702.899,-4.896,-5.393,-4.483
216.400,32.589729,46.052022,540.511,4049.190,4200.685,3706.841,2387.818,-235.986,702.450,-4.896,-5.392,-4.483
216.500,32.589555,46.050173,540.674,4049.429,4200.661,3706.911,2387.328,-236.525,702.002,-4.896,-5.392,-4.483
216.600,32.589381,46.048324,540.837,4049.667,4200.638,3706.982,2386.838,-237.064,701.554,-4.897,-5.391,-4.483
216.700,32.589207,46.046475,541.000,4049.906,4200.614,3707.052,2386.349,-237.603,701.105,-4.897,-5.391,-4.482
216.800,32.589033,46.044627,541.163,4050.145,4200.590,3707.122,2385.859,-238.142,700.657,-4.897,-5.390,-4.482
216.900,32.588859,46.042778,541.326,4050.383,4200.566,3707.192,2385.369,-238.681,700.209,-4.897,-5.390,-4.482
217.000,32.588685,46.040929,541.488,4050.622,4200.542,3707.262,2384.880,-239.220,699.761,-4.897,-5.389,-4.482
217.100,32.588511,46.039081,541.651,4050.860,4200.518,3707.332,2384.390,-239.759,699.313,-4.897,-5.389,-4.481
217.200,32.588337,46.037232,541.814,4051.098,4200.494,3707.402,2383.901,-240.298,698.865,-4.897,-5.389,-4.481
217.300,32.588164,46.035384,541.976,4051.337,4200.470,3707.472,2383.411,-240.837,698.416,-4.897,-5.388,-4.481
217.400,32.587990,46.033535,542.138,4051.575,4200.446,3707.541,2382.921,-241.376,697.968,-4.897,-5.388,-4.481
217.500,32.587816,46.031687,542.301,4051.813,4200.422,3707.611,2382.432,-241.915,697.520,-4.897,-5.387,-4.481
217.600,32.587642,46.029839,542.463,4052.052,4200.398,3707.681,2381.942,-242.453,697.072,-4.897,-5.387,-4.480
217.700,32.587468,46.027991,542.625,4052.290,4200.374,3707.751,2381.452,-242.992,696.624,-4.897,-5.386,-4.480
217.800,32.587294,46.026143,542.787,4052.528,4200.349,3707.820,2380.963,-243.530,696.176,-4.897,-5.386,-4.480
217.900,32.587120,46.024295,542.949,4052.766,4200.325,3707.890,2380.473,-244.069,695.728,-4.897,-5.385,-4.480
218.000,32.586946,46.022447,543.111,4053.004,4200.300,3707.959,2379.983,-244.608,695.280,-4.897,-5.385,-4.479
218.100,32.586772,46.020599,543.273,4053.242,4200.276,3708.029,2379.493,-245.146,694.832,-4.897,-5.384,-4.479
218.200,32.586598,46.018751,543.435,4053.480,4200.251,3708.098,2379.004,-245.684,694.385,-4.897,-5.384,-4.479
218.300,32.586424,46.016903,543.596,4053.718,4200.227,3708.168,2378.514,-246.223,693.937,-4.897,-5.384,-4.479
218.400,32.586250,46.015056,543.758,4053.956,4200.202,3708.237,2378.024,-246.761,693.489,-4.897,-5.383,-4.478
218.500,32.586076,46.013208,543.919,4054.193,4200.177,3708.306,2377.535,-247.299,693.041,-4.897,-5.383,-4.478
218.600,32.585902,46.011361,544.081,4054.431,4200.153,3708.376,2377.045,-247.838,692.593,-4.897,-5.382,-4.478
218.700,32.585728,46.009513,544.242,4054.669,4200.128,3708.445,2376.555,-248.376,692.145,-4.897,-5.382,-4.478
218.800,32.585554,46.007666,544.403,4054.906,4200.103,3708.514,2376.066,-248.914,691.698,-4.897,-5.381,-4.478
218.900,32.585380,46.005818,544.565,4055.144,4200.078,3708.583,2375.576,-249.452,691.250,-4.897,-5.381,-4.477
219.000,32.585206,46.003971,544.726,4055.382,4200.053,3708.652,2375.086,-249.990,690.802,-4.897,-5.380,-4.477
219.100,32.585032,46.002124,544.887,4055.619,4200.028,3708.721,2374.597,-250.528,690.354,-4.897,-5.380,-4.477
219.200,32.584858,46.000277,545.048,4055.856,4200.003,3708.790,2374.107,-251.066,689.907,-4.897,-5.379,-4.477
219.300,32.584684,45.998430,545.208,4056.094,4199.978,3708.859,2373.617,-251.604,689.459,-4.897,-5.379,-4.476
219.400,32.584509,45.996583,545.369,4056.331,4199.953,3708.928,2373.127,-252.142,689.012,-4.897,-5.379,-4.476
219.500,32.584335,45.994736,545.530,4056.568,4199.927,3708.997,2372.638,-252.680,688.564,-4.897,-5.378,-4.476
219.600,32.584161,45.992889,545.691,4056.806,4199.902,3709.066,2372.148,-253.218,688.116,-4.897,-5.378,-4.476
219.700,32.583987,45.991043,545.851,4057.043,4199.877,3709.135,2371.658,-253.755,687.669,-4.897,-5.377,-4.475
219.800,32.583813,45.989196,546.012,4057.280,4199.851,3709.204,2371.169,-254.293,687.221,-4.897,-5.377,-4.475
219.900,32.583639,45.987350,546.172,4057.517,4199.826,3709.272,2370.679,-254.831,686.774,-4.897,-5.376,-4.475
220.000,32.583465,45.985503,546.332,4057.754,4199.800,3709.341,2370.189,-255.368,686.326,-4.897,-5.376,-4.475
220.100,32.583291,45.983657,546.492,4057.991,4199.775,3709.410,2369.699,-255.906,685.879,-4.897,-5.375,-4.475
220.200,32.583117,45.981810,546.653,4058.228,4199.749,3709.478,2369.210,-256.443,685.431,-4.897,-5.375,-4.474
220.300,32.582942,45.979964,546.813,4058.465,4199.724,3709.547,2368.720,-256.981,684.984,-4.897,-5.374,-4.474
220.400,32.582768,45.978118,546.973,4058.702,4199.698,3709.615,2368.230,-257.518,684.537,-4.897,-5.374,-4.474
220.500,32.582594,45.976272,547.133,4058.939,4199.672,3709.684,2367.740,-258.056,684.089,-4.897,-5.374,-4.474
220.600,32.582420,45.974426,547.292,4059.175,4199.646,3709.752,2367.251,-258.593,683.642,-4.897,-5.373,-4.473
220.700,32.582246,45.972580,547.452,4059.412,4199.620,3709.820,2366.761,-259.130,683.194,-4.897,-5.373,-4.473
220.800,32.582072,45.970734,547.612,4059.649,4199.594,3709.889,2366.271,-259.667,682.747,-4.897,-5.372,-4.473
220.900,32.581897,45.968888,547.771,4059.885,4199.568,3709.957,2365.781,-260.205,682.300,-4.897,-5.372,-4.473
221.000,32.581723,45.967042,547.931,4060.122,4199.542,3710.025,2365.292,-260.742,681.853,-4.897,-5.371,-4.472
221.100,32.581549,45.965196,548.090,4060.358,4199.516,3710.093,2364.802,-261.279,681.405,-4.898,-5.371,-4.472
221.200,32.581375,45.963351,548.250,4060.595,4199.490,3710.161,2364.312,-261.816,680.958,-4.898,-5.370,-4.472
221.300,32.581201,45.961505,548.409,4060.831,4199.464,3710.229,2363.822,-262.353,680.511,-4.898,-5.370,-4.472
221.400,32.581026,45.959660,548.568,4061.068,4199.438,3710.297,2363.333,-262.890,680.064,-4.898,-5.369,-4.472
221.500,32.580852,45.957814,548.727,4061.304,4199.411,3710.365,2362.843,-263.427,679.617,-4.898,-5.369,-4.471
221.600,32.580678,45.955969,548.886,4061.540,4199.385,3710.433,2362.353,-263.964,679.170,-4.898,-5.369,-4.471
221.700,32.580504,45.954123,549.045,4061.776,4199.358,3710.501,2361.863,-264.501,678.722,-4.898,-5.368,-4.471
221.800,32.580330,45.952278,549.204,4062.013,4199.332,3710.569,2361.374,-265.037,678.275,-4.898,-5.368,-4.471
221.900,32.580155,45.950433,549.363,4062.249,4199.305,3710.637,2360.884,-265.574,677.828,-4.898,-5.367,-4.470
222.000,32.579981,45.948588,549.521,4062.485,4199.279,3710.705,2360.394,-266.111,677.381,-4.898,-5.367,-4.470
222.100,32.579807,45.946743,549.680,4062.721,4199.252,3710.772,2359.904,-266.647,676.934,-4.898,-5.366,-4.470
222.200,32.579632,45.944898,549.838,4062.957,4199.226,3710.840,2359.415,-267.184,676.487,-4.898,-5.366,-4.470
