Time(sec),Latitude(°),Longitude(°),Altitude(km),ECR X Position(km),ECR Y Position(km),ECR Z Position(km),ECR X Velocity(m/s),ECR Y Velocity(m/s),ECR Z Velocity(m/s),ECR X Acceleration(m/s²),ECR Y Acceleration(m/s²),ECR Z Acceleration(m/s²)
0.000,32.987865,50.273492,-0.000,3422.640,4118.711,3452.830,3432.689,1054.547,1709.786,-5.098,-6.820,-5.333
0.100,32.987682,50.271389,0.345,3422.983,4118.817,3453.001,3432.179,1053.865,1709.253,-5.097,-6.819,-5.333
0.200,32.987500,50.269286,0.690,3423.327,4118.922,3453.172,3431.669,1053.183,1708.720,-5.097,-6.818,-5.332
0.300,32.987318,50.267183,1.035,3423.670,4119.027,3453.343,3431.159,1052.501,1708.186,-5.097,-6.817,-5.332
0.400,32.987136,50.265080,1.380,3424.013,4119.133,3453.513,3430.650,1051.819,1707.653,-5.097,-6.816,-5.331
0.500,32.986954,50.262977,1.725,3424.356,4119.238,3453.684,3430.140,1051.138,1707.120,-5.096,-6.815,-5.330
0.600,32.986772,50.260874,2.069,3424.699,4119.343,3453.855,3429.631,1050.456,1706.587,-5.096,-6.814,-5.330
0.700,32.986590,50.258772,2.414,3425.042,4119.448,3454.025,3429.121,1049.775,1706.054,-5.096,-6.813,-5.329
0.800,32.986408,50.256670,2.758,3425.385,4119.553,3454.196,3428.611,1049.094,1705.521,-5.096,-6.812,-5.328
0.900,32.986226,50.254568,3.102,3425.728,4119.658,3454.366,3428.102,1048.412,1704.989,-5.095,-6.811,-5.328
1.000,32.986044,50.252466,3.447,3426.070,4119.763,3454.537,3427.592,1047.731,1704.456,-5.095,-6.811,-5.327
1.100,32.985862,50.250365,3.791,3426.413,4119.867,3454.707,3427.083,1047.050,1703.923,-5.095,-6.810,-5.327
1.200,32.985679,50.248263,4.135,3426.756,4119.972,3454.878,3426.573,1046.369,1703.391,-5.095,-6.809,-5.326
1.300,32.985497,50.246162,4.479,3427.098,4120.077,3455.048,3426.064,1045.689,1702.858,-5.095,-6.808,-5.325
1.400,32.985315,50.244061,4.823,3427.441,4120.181,3455.218,3425.554,1045.008,1702.325,-5.094,-6.807,-5.325
1.500,32.985133,50.241960,5.167,3427.783,4120.286,3455.389,3425.045,1044.327,1701.793,-5.094,-6.806,-5.324
1.600,32.984951,50.239860,5.510,3428.126,4120.390,3455.559,3424.536,1043.647,1701.261,-5.094,-6.805,-5.324
1.700,32.984769,50.237759,5.854,3428.468,4120.494,3455.729,3424.026,1042.966,1700.728,-5.094,-6.804,-5.323
1.800,32.984587,50.235659,6.197,3428.811,4120.599,3455.899,3423.517,1042.286,1700.196,-5.093,-6.803,-5.322
1.900,32.984405,50.233559,6.541,3429.153,4120.703,3456.069,3423.007,1041.606,1699.664,-5.093,-6.802,-5.322
2.000,32.984222,50.231459,6.884,3429.495,4120.807,3456.239,3422.498,1040.926,1699.132,-5.093,-6.801,-5.321
2.100,32.984040,50.229359,7.227,3429.838,4120.911,3456.409,3421.989,1040.245,1698.600,-5.093,-6.800,-5.321
2.200,32.983858,50.227260,7.570,3430.180,4121.015,3456.578,3421.480,1039.566,1698.067,-5.093,-6.799,-5.320
2.300,32.983676,50.225160,7.913,3430.522,4121.119,3456.748,3420.970,1038.886,1697.535,-5.092,-6.798,-5.319
2.400,32.983494,50.223061,8.256,3430.864,4121.223,3456.918,3420.461,1038.206,1697.004,-5.092,-6.797,-5.319
2.500,32.983312,50.220962,8.599,3431.206,4121.326,3457.088,3419.952,1037.526,1696.472,-5.092,-6.796,-5.318
2.600,32.983130,50.218864,8.942,3431.548,4121.430,3457.257,3419.443,1036.847,1695.940,-5.092,-6.796,-5.318
2.700,32.982948,50.216765,9.285,3431.890,4121.534,3457.427,3418.934,1036.167,1695.408,-5.091,-6.795,-5.317
2.800,32.982765,50.214667,9.627,3432.232,4121.637,3457.596,3418.425,1035.488,1694.876,-5.091,-6.794,-5.317
2.900,32.982583,50.212568,9.970,3432.574,4121.741,3457.766,3417.915,1034.808,1694.345,-5.091,-6.793,-5.316
3.000,32.982401,50.210470,10.312,3432.915,4121.844,3457.935,3417.406,1034.129,1693.813,-5.091,-6.792,-5.315
3.100,32.982219,50.208373,10.654,3433.257,4121.948,3458.105,3416.897,1033.450,1693.282,-5.090,-6.791,-5.315
3.200,32.982037,50.206275,10.996,3433.599,4122.051,3458.274,3416.388,1032.771,1692.750,-5.090,-6.790,-5.314
3.300,32.981855,50.204178,11.338,3433.940,4122.154,3458.443,3415.879,1032.092,1692.219,-5.090,-6.789,-5.314
3.400,32.981673,50.202080,11.680,3434.282,4122.257,3458.612,3415.370,1031.413,1691.688,-5.090,-6.788,-5.313
3.500,32.981490,50.199983,12.022,3434.623,4122.361,3458.781,3414.861,1030.734,1691.156,-5.090,-6.787,-5.312
3.600,32.981308,50.197886,12.364,3434.965,4122.464,3458.951,3414.352,1030.056,1690.625,-5.089,-6.786,-5.312
3.700,32.981126,50.195790,12.706,3435.306,4122.567,3459.120,3413.843,1029.377,1690.094,-5.089,-6.785,-5.311
3.800,32.980944,50.193693,13.048,3435.648,4122.669,3459.289,3413.334,1028.699,1689.563,-5.089,-6.784,-5.311
3.900,32.980762,50.191597,13.389,3435.989,4122.772,3459.457,3412.826,1028.020,1689.032,-5.089,-6.783,-5.310
4.000,32.980580,50.189501,13.730,3436.330,4122.875,3459.626,3412.317,1027.342,1688.501,-5.088,-6.783,-5.309
4.100,32.980398,50.187405,14.072,3436.671,4122.978,3459.795,3411.808,1026.664,1687.970,-5.088,-6.782,-5.309
4.200,32.980215,50.185309,14.413,3437.013,4123.080,3459.964,3411.299,1025.986,1687.439,-5.088,-6.781,-5.308
4.300,32.980033,50.183213,14.754,3437.354,4123.183,3460.133,3410.790,1025.308,1686.908,-5.088,-6.780,-5.308
4.400,32.979851,50.181118,15.095,3437.695,4123.285,3460.301,3410.282,1024.630,1686.378,-5.088,-6.779,-5.307
4.500,32.979669,50.179023,15.436,3438.036,4123.388,3460.470,3409.773,1023.952,1685.847,-5.087,-6.778,-5.306
4.600,32.979487,50.176928,15.777,3438.377,4123.490,3460.639,3409.264,1023.274,1685.316,-5.087,-6.777,-5.306
4.700,32.979305,50.174833,16.118,3438.718,4123.593,3460.807,3408.755,1022.596,1684.786,-5.087,-6.776,-5.305
4.800,32.979122,50.172738,16.459,3439.058,4123.695,3460.975,3408.247,1021.919,1684.255,-5.087,-6.775,-5.305
4.900,32.978940,50.170644,16.799,3439.399,4123.797,3461.144,3407.738,1021.241,1683.725,-5.086,-6.774,-5.304
5.000,32.978758,50.168549,17.140,3439.740,4123.899,3461.312,3407.229,1020.564,1683.195,-5.086,-6.773,-5.303
5.100,32.978576,50.166455,17.480,3440.081,4124.001,3461.481,3406.721,1019.887,1682.664,-5.086,-6.772,-5.303
5.200,32.978394,50.164361,17.820,3440.421,4124.103,3461.649,3406.212,1019.210,1682.134,-5.086,-6.771,-5.302
5.300,32.978212,50.162268,18.161,3440.762,4124.205,3461.817,3405.704,1018.532,1681.604,-5.086,-6.770,-5.302
5.400,32.978029,50.160174,18.501,3441.102,4124.307,3461.985,3405.195,1017.855,1681.074,-5.085,-6.770,-5.301
5.500,32.977847,50.158081,18.841,3441.443,4124.408,3462.153,3404.687,1017.179,1680.544,-5.085,-6.769,-5.300
5.600,32.977665,50.155988,19.181,3441.783,4124.510,3462.321,3404.178,1016.502,1680.014,-5.085,-6.768,-5.300
5.700,32.977483,50.153895,19.520,3442.124,4124.612,3462.489,3403.670,1015.825,1679.484,-5.085,-6.767,-5.299
5.800,32.977301,50.151802,19.860,3442.464,4124.713,3462.657,3403.161,1015.148,1678.954,-5.084,-6.766,-5.299
5.900,32.977119,50.149709,20.200,3442.804,4124.815,3462.825,3402.653,1014.472,1678.424,-5.084,-6.765,-5.298
6.000,32.976936,50.147617,20.539,3443.145,4124.916,3462.993,3402.144,1013.795,1677.894,-5.084,-6.764,-5.298
6.100,32.976754,50.145524,20.879,3443.485,4125.018,3463.161,3401.636,1013.119,1677.364,-5.084,-6.763,-5.297
6.200,32.976572,50.143432,21.218,3443.825,4125.119,3463.328,3401.128,1012.443,1676.835,-5.084,-6.762,-5.296
6.300,32.976390,50.141340,21.557,3444.165,4125.220,3463.496,3400.619,1011.767,1676.305,-5.083,-6.761,-5.296
6.400,32.976208,50.139249,21.897,3444.505,4125.321,3463.663,3400.111,1011.091,1675.776,-5.083,-6.760,-5.295
6.500,32.976025,50.137157,22.236,3444.845,4125.422,3463.831,3399.603,1010.415,1675.246,-5.083,-6.759,-5.295
6.600,32.975843,50.135066,22.575,3445.185,4125.523,3463.999,3399.094,1009.739,1674.717,-5.083,-6.758,-5.294
6.700,32.975661,50.132975,22.914,3445.525,4125.624,3464.166,3398.586,1009.063,1674.187,-5.082,-6.758,-5.293
6.800,32.975479,50.130884,23.252,3445.865,4125.725,3464.333,3398.078,1008.387,1673.658,-5.082,-6.757,-5.293
6.900,32.975297,50.128793,23.591,3446.205,4125.826,3464.501,3397.570,1007.712,1673.129,-5.082,-6.756,-5.292
7.000,32.975114,50.126702,23.930,3446.544,4125.927,3464.668,3397.061,1007.036,1672.599,-5.082,-6.755,-5.292
7.100,32.974932,50.124612,24.268,3446.884,4126.027,3464.835,3396.553,1006.361,1672.070,-5.082,-6.754,-5.291
7.200,32.974750,50.122522,24.607,3447.224,4126.128,3465.002,3396.045,1005.685,1671.541,-5.081,-6.753,-5.290
7.300,32.974568,50.120432,24.945,3447.563,4126.228,3465.170,3395.537,1005.010,1671.012,-5.081,-6.752,-5.290
7.400,32.974386,50.118342,25.283,3447.903,4126.329,3465.337,3395.029,1004.335,1670.483,-5.081,-6.751,-5.289
7.500,32.974203,50.116252,25.621,3448.242,4126.429,3465.504,3394.521,1003.660,1669.954,-5.081,-6.750,-5.289
7.600,32.974021,50.114163,25.959,3448.582,4126.530,3465.671,3394.013,1002.985,1669.426,-5.081,-6.749,-5.288
7.700,32.973839,50.112073,26.297,3448.921,4126.630,3465.838,3393.505,1002.310,1668.897,-5.080,-6.748,-5.288
7.800,32.973657,50.109984,26.635,3449.260,4126.730,3466.004,3392.997,1001.635,1668.368,-5.080,-6.747,-5.287
7.900,32.973474,50.107895,26.973,3449.600,4126.830,3466.171,3392.489,1000.960,1667.839,-5.080,-6.747,-5.286
8.000,32.973292,50.105806,27.311,3449.939,4126.930,3466.338,3391.981,1000.286,1667.311,-5.080,-6.746,-5.286
8.100,32.973110,50.103718,27.648,3450.278,4127.030,3466.505,3391.473,999.611,1666.782,-5.079,-6.745,-5.285
8.200,32.972928,50.101630,27.986,3450.617,4127.130,3466.671,3390.965,998.937,1666.254,-5.079,-6.744,-5.285
8.300,32.972746,50.099541,28.323,3450.956,4127.230,3466.838,3390.457,998.263,1665.725,-5.079,-6.743,-5.284
8.400,32.972563,50.097453,28.661,3451.295,4127.330,3467.004,3389.949,997.588,1665.197,-5.079,-6.742,-5.283
8.500,32.972381,50.095365,28.998,3451.634,4127.430,3467.171,3389.441,996.914,1664.669,-5.079,-6.741,-5.283
8.600,32.972199,50.093278,29.335,3451.973,4127.529,3467.337,3388.933,996.240,1664.140,-5.078,-6.740,-5.282
8.700,32.972017,50.091190,29.672,3452.312,4127.629,3467.504,3388.425,995.566,1663.612,-5.078,-6.739,-5.282
8.800,32.971834,50.089103,30.009,3452.651,4127.728,3467.670,3387.918,994.892,1663.084,-5.078,-6.738,-5.281
8.900,32.971652,50.087016,30.346,3452.990,4127.828,3467.836,3387.410,994.218,1662.556,-5.078,-6.737,-5.281
9.000,32.971470,50.084929,30.682,3453.328,4127.927,3468.003,3386.902,993.545,1662.028,-5.077,-6.736,-5.280
9.100,32.971288,50.082842,31.019,3453.667,4128.027,3468.169,3386.394,992.871,1661.500,-5.077,-6.736,-5.279
9.200,32.971105,50.080756,31.356,3454.005,4128.126,3468.335,3385.887,992.198,1660.972,-5.077,-6.735,-5.279
9.300,32.970923,50.078669,31.692,3454.344,4128.225,3468.501,3385.379,991.524,1660.444,-5.077,-6.734,-5.278
9.400,32.970741,50.076583,32.029,3454.683,4128.324,3468.667,3384.871,990.851,1659.916,-5.077,-6.733,-5.278
9.500,32.970559,50.074497,32.365,3455.021,4128.423,3468.833,3384.364,990.178,1659.389,-5.076,-6.732,-5.277
9.600,32.970377,50.072411,32.701,3455.359,4128.522,3468.999,3383.856,989.504,1658.861,-5.076,-6.731,-5.277
9.700,32.970194,50.070325,33.037,3455.698,4128.621,3469.165,3383.348,988.831,1658.333,-5.076,-6.730,-5.276
9.800,32.970012,50.068240,33.373,3456.036,4128.720,3469.331,3382.841,988.158,1657.806,-5.076,-6.729,-5.275
9.900,32.969830,50.066155,33.709,3456.374,4128.819,3469.496,3382.333,987.486,1657.278,-5.076,-6.728,-5.275
10.000,32.969648,50.064069,34.045,3456.713,4128.917,3469.662,3381.826,986.813,1656.751,-5.075,-6.727,-5.274
10.100,32.969465,50.061985,34.381,3457.051,4129.016,3469.828,3381.318,986.140,1656.223,-5.075,-6.726,-5.274
10.200,32.969283,50.059900,34.716,3457.389,4129.115,3469.993,3380.811,985.468,1655.696,-5.075,-6.726,-5.273
10.300,32.969101,50.057815,35.052,3457.727,4129.213,3470.159,3380.303,984.795,1655.169,-5.075,-6.725,-5.272
10.400,32.968918,50.055731,35.387,3458.065,4129.312,3470.324,3379.796,984.123,1654.642,-5.074,-6.724,-5.272
10.500,32.968736,50.053647,35.722,3458.403,4129.410,3470.490,3379.288,983.450,1654.114,-5.074,-6.723,-5.271
10.600,32.968554,50.051562,36.058,3458.741,4129.508,3470.655,3378.781,982.778,1653.587,-5.074,-6.722,-5.271
10.700,32.968372,50.049479,36.393,3459.079,4129.607,3470.820,3378.273,982.106,1653.060,-5.074,-6.721,-5.270
10.800,32.968189,50.047395,36.728,3459.416,4129.705,3470.986,3377.766,981.434,1652.533,-5.074,-6.720,-5.270
10.900,32.968007,50.045311,37.063,3459.754,4129.803,3471.151,3377.259,980.762,1652.006,-5.073,-6.719,-5.269
11.000,32.967825,50.043228,37.398,3460.092,4129.901,3471.316,3376.751,980.090,1651.479,-5.073,-6.718,-5.268
11.100,32.967643,50.041145,37.733,3460.430,4129.999,3471.481,3376.244,979.418,1650.953,-5.073,-6.717,-5.268
11.200,32.967460,50.039062,38.067,3460.767,4130.097,3471.646,3375.737,978.746,1650.426,-5.073,-6.717,-5.267
11.300,32.967278,50.036979,38.402,3461.105,4130.195,3471.811,3375.230,978.075,1649.899,-5.073,-6.716,-5.267
11.400,32.967096,50.034897,38.736,3461.442,4130.292,3471.976,3374.722,977.403,1649.373,-5.072,-6.715,-5.266
11.500,32.966913,50.032814,39.071,3461.780,4130.390,3472.141,3374.215,976.732,1648.846,-5.072,-6.714,-5.266
11.600,32.966731,50.030732,39.405,3462.117,4130.488,3472.306,3373.708,976.061,1648.319,-5.072,-6.713,-5.265
11.700,32.966549,50.028650,39.739,3462.454,4130.585,3472.471,3373.201,975.389,1647.793,-5.072,-6.712,-5.264
11.800,32.966367,50.026568,40.074,3462.792,4130.683,3472.636,3372.694,974.718,1647.267,-5.071,-6.711,-5.264
11.900,32.966184,50.024486,40.408,3463.129,4130.780,3472.800,3372.186,974.047,1646.740,-5.071,-6.710,-5.263
12.000,32.966002,50.022405,40.742,3463.466,4130.878,3472.965,3371.679,973.376,1646.214,-5.071,-6.709,-5.263
12.100,32.965820,50.020324,41.075,3463.803,4130.975,3473.130,3371.172,972.705,1645.688,-5.071,-6.708,-5.262
12.200,32.965637,50.018242,41.409,3464.140,4131.072,3473.294,3370.665,972.034,1645.162,-5.071,-6.707,-5.262
12.300,32.965455,50.016161,41.743,3464.477,4131.169,3473.459,3370.158,971.364,1644.635,-5.070,-6.707,-5.261
12.400,32.965273,50.014081,42.076,3464.814,4131.266,3473.623,3369.651,970.693,1644.109,-5.070,-6.706,-5.260
12.500,32.965091,50.012000,42.410,3465.151,4131.363,3473.787,3369.144,970.023,1643.583,-5.070,-6.705,-5.260
12.600,32.964908,50.009920,42.743,3465.488,4131.460,3473.952,3368.637,969.352,1643.057,-5.070,-6.704,-5.259
12.700,32.964726,50.007839,43.077,3465.825,4131.557,3474.116,3368.130,968.682,1642.531,-5.070,-6.703,-5.259
12.800,32.964544,50.005759,43.410,3466.162,4131.654,3474.280,3367.623,968.012,1642.006,-5.069,-6.702,-5.258
12.900,32.964361,50.003679,43.743,3466.499,4131.751,3474.444,3367.116,967.341,1641.480,-5.069,-6.701,-5.258
13.000,32.964179,50.001600,44.076,3466.835,4131.848,3474.609,3366.609,966.671,1640.954,-5.069,-6.700,-5.257
13.100,32.963997,49.999520,44.409,3467.172,4131.944,3474.773,3366.102,966.001,1640.428,-5.069,-6.699,-5.256
13.200,32.963814,49.997441,44.742,3467.508,4132.041,3474.937,3365.596,965.331,1639.903,-5.069,-6.699,-5.256
13.300,32.963632,49.995362,45.074,3467.845,4132.137,3475.101,3365.089,964.662,1639.377,-5.068,-6.698,-5.255
13.400,32.963450,49.993283,45.407,3468.181,4132.234,3475.265,3364.582,963.992,1638.852,-5.068,-6.697,-5.255
13.500,32.963268,49.991204,45.740,3468.518,4132.330,3475.428,3364.075,963.322,1638.326,-5.068,-6.696,-5.254
13.600,32.963085,49.989125,46.072,3468.854,4132.426,3475.592,3363.568,962.653,1637.801,-5.068,-6.695,-5.254
13.700,32.962903,49.987047,46.405,3469.191,4132.523,3475.756,3363.062,961.983,1637.276,-5.067,-6.694,-5.253
13.800,32.962721,49.984968,46.737,3469.527,4132.619,3475.920,3362.555,961.314,1636.750,-5.067,-6.693,-5.252
13.900,32.962538,49.982890,47.069,3469.863,4132.715,3476.083,3362.048,960.645,1636.225,-5.067,-6.692,-5.252
14.000,32.962356,49.980812,47.401,3470.199,4132.811,3476.247,3361.541,959.976,1635.700,-5.067,-6.691,-5.251
14.100,32.962174,49.978735,47.733,3470.535,4132.907,3476.410,3361.035,959.306,1635.175,-5.067,-6.690,-5.251
14.200,32.961991,49.976657,48.065,3470.872,4133.003,3476.574,3360.528,958.637,1634.650,-5.066,-6.690,-5.250
14.300,32.961809,49.974580,48.397,3471.208,4133.099,3476.737,3360.021,957.969,1634.125,-5.066,-6.689,-5.250
14.400,32.961627,49.972502,48.728,3471.544,4133.194,3476.901,3359.515,957.300,1633.600,-5.066,-6.688,-5.249
14.500,32.961444,49.970425,49.060,3471.879,4133.290,3477.064,3359.008,956.631,1633.075,-5.066,-6.687,-5.248
14.600,32.961262,49.968348,49.392,3472.215,4133.386,3477.227,3358.502,955.962,1632.550,-5.066,-6.686,-5.248
14.700,32.961080,49.966272,49.723,3472.551,4133.481,3477.391,3357.995,955.294,1632.026,-5.065,-6.685,-5.247
14.800,32.960897,49.964195,50.054,3472.887,4133.577,3477.554,3357.489,954.625,1631.501,-5.065,-6.684,-5.247
14.900,32.960715,49.962119,50.386,3473.223,4133.672,3477.717,3356.982,953.957,1630.976,-5.065,-6.683,-5.246
15.000,32.960533,49.960043,50.717,3473.558,4133.768,3477.880,3356.476,953.289,1630.452,-5.065,-6.682,-5.246
15.100,32.960350,49.957967,51.048,3473.894,4133.863,3478.043,3355.969,952.620,1629.927,-5.065,-6.682,-5.245
15.200,32.960168,49.955891,51.379,3474.230,4133.958,3478.206,3355.463,951.952,1629.403,-5.064,-6.681,-5.244
15.300,32.959986,49.953815,51.710,3474.565,4134.053,3478.369,3354.956,951.284,1628.878,-5.064,-6.680,-5.244
15.400,32.959803,49.951740,52.041,3474.900,4134.148,3478.532,3354.450,950.616,1628.354,-5.064,-6.679,-5.243
15.500,32.959621,49.949665,52.371,3475.236,4134.243,3478.695,3353.943,949.949,1627.830,-5.064,-6.678,-5.243
15.600,32.959438,49.947590,52.702,3475.571,4134.338,3478.857,3353.437,949.281,1627.305,-5.064,-6.677,-5.242
15.700,32.959256,49.945515,53.032,3475.907,4134.433,3479.020,3352.931,948.613,1626.781,-5.063,-6.676,-5.242
15.800,32.959074,49.943440,53.363,3476.242,4134.528,3479.183,3352.424,947.946,1626.257,-5.063,-6.675,-5.241
15.900,32.958891,49.941365,53.693,3476.577,4134.623,3479.345,3351.918,947.278,1625.733,-5.063,-6.674,-5.240
16.000,32.958709,49.939291,54.023,3476.912,4134.718,3479.508,3351.412,946.611,1625.209,-5.063,-6.673,-5.240
16.100,32.958527,49.937217,54.354,3477.247,4134.812,3479.670,3350.906,945.943,1624.685,-5.063,-6.673,-5.239
16.200,32.958344,49.935143,54.684,3477.582,4134.907,3479.833,3350.399,945.276,1624.161,-5.062,-6.672,-5.239
16.300,32.958162,49.933069,55.014,3477.917,4135.001,3479.995,3349.893,944.609,1623.637,-5.062,-6.671,-5.238
16.400,32.957980,49.930995,55.343,3478.252,4135.096,3480.157,3349.387,943.942,1623.113,-5.062,-6.670,-5.238
16.500,32.957797,49.928922,55.673,3478.587,4135.190,3480.320,3348.881,943.275,1622.590,-5.062,-6.669,-5.237
16.600,32.957615,49.926848,56.003,3478.922,4135.284,3480.482,3348.375,942.608,1622.066,-5.061,-6.668,-5.237
16.700,32.957432,49.924775,56.332,3479.257,4135.379,3480.644,3347.868,941.941,1621.542,-5.061,-6.667,-5.236
16.800,32.957250,49.922702,56.662,3479.592,4135.473,3480.806,3347.362,941.275,1621.019,-5.061,-6.666,-5.235
16.900,32.957068,49.920629,56.991,3479.926,4135.567,3480.968,3346.856,940.608,1620.495,-5.061,-6.666,-5.235
17.000,32.956885,49.918557,57.321,3480.261,4135.661,3481.130,3346.350,939.942,1619.972,-5.061,-6.665,-5.234
17.100,32.956703,49.916484,57.650,3480.596,4135.755,3481.292,3345.844,939.275,1619.448,-5.060,-6.664,-5.234
17.200,32.956521,49.914412,57.979,3480.930,4135.849,3481.454,3345.338,938.609,1618.925,-5.060,-6.663,-5.233
17.300,32.956338,49.912340,58.308,3481.265,4135.942,3481.616,3344.832,937.943,1618.402,-5.060,-6.662,-5.233
17.400,32.956156,49.910268,58.637,3481.599,4136.036,3481.778,3344.326,937.277,1617.879,-5.060,-6.661,-5.232
17.500,32.955973,49.908196,58.966,3481.934,4136.130,3481.940,3343.820,936.610,1617.355,-5.060,-6.660,-5.231
17.600,32.955791,49.906125,59.295,3482.268,4136.224,3482.101,3343.314,935.944,1616.832,-5.059,-6.659,-5.231
17.700,32.955609,49.904053,59.623,3482.602,4136.317,3482.263,3342.808,935.279,1616.309,-5.059,-6.658,-5.230
17.800,32.955426,49.901982,59.952,3482.937,4136.411,3482.425,3342.302,934.613,1615.786,-5.059,-6.658,-5.230
17.900,32.955244,49.899911,60.280,3483.271,4136.504,3482.586,3341.796,933.947,1615.263,-5.059,-6.657,-5.229
18.000,32.955061,49.897840,60.609,3483.605,4136.597,3482.748,3341.291,933.281,1614.740,-5.059,-6.656,-5.229
18.100,32.954879,49.895770,60.937,3483.939,4136.691,3482.909,3340.785,932.616,1614.218,-5.058,-6.655,-5.228
18.200,32.954697,49.893699,61.265,3484.273,4136.784,3483.071,3340.279,931.950,1613.695,-5.058,-6.654,-5.228
18.300,32.954514,49.891629,61.593,3484.607,4136.877,3483.232,3339.773,931.285,1613.172,-5.058,-6.653,-5.227
18.400,32.954332,49.889559,61.921,3484.941,4136.970,3483.393,3339.267,930.620,1612.649,-5.058,-6.652,-5.226
18.500,32.954149,49.887489,62.249,3485.275,4137.063,3483.554,3338.761,929.955,1612.127,-5.058,-6.651,-5.226
18.600,32.953967,49.885419,62.577,3485.609,4137.156,3483.716,3338.256,929.290,1611.604,-5.057,-6.651,-5.225
18.700,32.953785,49.883349,62.905,3485.943,4137.249,3483.877,3337.750,928.625,1611.082,-5.057,-6.650,-5.225
18.800,32.953602,49.881280,63.232,3486.276,4137.342,3484.038,3337.244,927.960,1610.559,-5.057,-6.649,-5.224
18.900,32.953420,49.879210,63.560,3486.610,4137.435,3484.199,3336.739,927.295,1610.037,-5.057,-6.648,-5.224
19.000,32.953237,49.877141,63.887,3486.944,4137.527,3484.360,3336.233,926.630,1609.515,-5.057,-6.647,-5.223
19.100,32.953055,49.875072,64.215,3487.277,4137.620,3484.521,3335.727,925.965,1608.992,-5.056,-6.646,-5.223
19.200,32.952873,49.873004,64.542,3487.611,4137.713,3484.682,3335.222,925.301,1608.470,-5.056,-6.645,-5.222
19.300,32.952690,49.870935,64.869,3487.944,4137.805,3484.842,3334.716,924.636,1607.948,-5.056,-6.644,-5.221
19.400,32.952508,49.868867,65.196,3488.278,4137.897,3485.003,3334.210,923.972,1607.426,-5.056,-6.643,-5.221
19.500,32.952325,49.866798,65.523,3488.611,4137.990,3485.164,3333.705,923.308,1606.904,-5.056,-6.643,-5.220
19.600,32.952143,49.864730,65.850,3488.945,4138.082,3485.325,3333.199,922.643,1606.382,-5.055,-6.642,-5.220
19.700,32.951960,49.862662,66.177,3489.278,4138.174,3485.485,3332.694,921.979,1605.860,-5.055,-6.641,-5.219
19.800,32.951778,49.860595,66.504,3489.611,4138.267,3485.646,3332.188,921.315,1605.338,-5.055,-6.640,-5.219
19.900,32.951596,49.858527,66.830,3489.944,4138.359,3485.806,3331.683,920.651,1604.816,-5.055,-6.639,-5.218
20.000,32.951413,49.856460,67.157,3490.277,4138.451,3485.967,3331.177,919.987,1604.294,-5.055,-6.638,-5.218
20.100,32.951231,49.854392,67.483,3490.611,4138.543,3486.127,3330.672,919.324,1603.773,-5.054,-6.637,-5.217
20.200,32.951048,49.852325,67.810,3490.944,4138.635,3486.288,3330.166,918.660,1603.251,-5.054,-6.636,-5.216
20.300,32.950866,49.850259,68.136,3491.277,4138.726,3486.448,3329.661,917.996,1602.729,-5.054,-6.636,-5.216
20.400,32.950683,49.848192,68.462,3491.609,4138.818,3486.608,3329.156,917.333,1602.208,-5.054,-6.635,-5.215
20.500,32.950501,49.846125,68.788,3491.942,4138.910,3486.768,3328.650,916.669,1601.686,-5.054,-6.634,-5.215
20.600,32.950319,49.844059,69.114,3492.275,4139.001,3486.928,3328.145,916.006,1601.165,-5.053,-6.633,-5.214
20.700,32.950136,49.841993,69.440,3492.608,4139.093,3487.088,3327.640,915.343,1600.643,-5.053,-6.632,-5.214
20.800,32.949954,49.839927,69.766,3492.941,4139.185,3487.249,3327.134,914.680,1600.122,-5.053,-6.631,-5.213
20.900,32.949771,49.837861,70.092,3493.273,4139.276,3487.409,3326.629,914.017,1599.601,-5.053,-6.630,-5.213
21.000,32.949589,49.835795,70.417,3493.606,4139.367,3487.568,3326.124,913.354,1599.080,-5.053,-6.629,-5.212
21.100,32.949406,49.833730,70.743,3493.939,4139.459,3487.728,3325.618,912.691,1598.558,-5.052,-6.629,-5.211
21.200,32.949224,49.831665,71.068,3494.271,4139.550,3487.888,3325.113,912.028,1598.037,-5.052,-6.628,-5.211
21.300,32.949041,49.829600,71.394,3494.604,4139.641,3488.048,3324.608,911.365,1597.516,-5.052,-6.627,-5.210
21.400,32.948859,49.827535,71.719,3494.936,4139.732,3488.208,3324.103,910.703,1596.995,-5.052,-6.626,-5.210
21.500,32.948676,49.825470,72.044,3495.269,4139.823,3488.367,3323.598,910.040,1596.474,-5.052,-6.625,-5.209
21.600,32.948494,49.823405,72.369,3495.601,4139.914,3488.527,3323.092,909.378,1595.953,-5.051,-6.624,-5.209
21.700,32.948312,49.821341,72.694,3495.933,4140.005,3488.687,3322.587,908.715,1595.433,-5.051,-6.623,-5.208
21.800,32.948129,49.819277,73.019,3496.265,4140.096,3488.846,3322.082,908.053,1594.912,-5.051,-6.622,-5.208
21.900,32.947947,49.817212,73.344,3496.598,4140.187,3489.006,3321.577,907.391,1594.391,-5.051,-6.622,-5.207
22.000,32.947764,49.815149,73.668,3496.930,4140.277,3489.165,3321.072,906.729,1593.870,-5.051,-6.621,-5.206
22.100,32.947582,49.813085,73.993,3497.262,4140.368,3489.324,3320.567,906.066,1593.350,-5.050,-6.620,-5.206
